text,label
Your Zomato order #220060 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6834,spam
Happy birthday! Wishing you a great year ahead.,ham
Get a loan of up to INR 438 instantly. No documents needed!,spam
Your account is suspended. Verify at http://bit.ly/1466 immediately.,spam
Your OTP for Amazon is 995510. Do not share it.,ham
Your Zomato order #420594 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
Thanks for your payment of INR 4647.,ham
Meeting rescheduled to 10:39 AM tomorrow.,ham
Free recharge worth INR 6986. Click to get it: http://bit.ly/4665,spam
Free recharge worth INR 8628. Click to get it: http://bit.ly/7704,spam
Your Flipkart return request has been approved.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2047,spam
Your Zomato order #179035 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 3197 instantly. No documents needed!,spam
You’ve been selected for a special gift. Click: http://bit.ly/4418,spam
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 44% off on all items. Hurry!,spam
Exclusive offer! Get 35% off on all items. Hurry!,spam
Your account has been credited with INR 7736. A/c no: XXXX1318.,ham
Your OTP for Amazon is 103313. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Exclusive offer! Get 77% off on all items. Hurry!,spam
Your OTP for Amazon is 558560. Do not share it.,ham
Electricity bill of INR 6238 is due on 3 May 2025.,ham
Your Jio plan has been activated. Valid till 15 May 2025.,ham
Thanks for your payment of INR 2849.,ham
Thanks for your payment of INR 9549.,ham
Claim your reward now! Visit http://bit.ly/3399,spam
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 231493. Do not share it.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7016,spam
Your Flipkart return request has been approved.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/8079,spam
Your account has been credited with INR 3579. A/c no: XXXX4587.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 9805 is due on 24 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/2504 immediately.,spam
Thanks for your payment of INR 7091.,ham
Get a loan of up to INR 3107 instantly. No documents needed!,spam
Electricity bill of INR 7984 is due on 10 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your Zomato order #149792 is out for delivery.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9751,spam
Your ATM card will be blocked. Update details now: http://bit.ly/7675,spam
Thanks for your payment of INR 8549.,ham
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 13 May 2025.,ham
You’ve been selected for a special gift. Click: http://bit.ly/9182,spam
Get a loan of up to INR 8496 instantly. No documents needed!,spam
Get a loan of up to INR 9692 instantly. No documents needed!,spam
Your Jio plan has been activated. Valid till 9 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 928562. Do not share it.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Jio plan has been activated. Valid till 9 May 2025.,ham
Work from home and earn INR 9497/week. Join today!,spam
Thanks for your payment of INR 7867.,ham
You’ve been selected for a special gift. Click: http://bit.ly/2997,spam
Work from home and earn INR 1471/week. Join today!,spam
Your OTP for Amazon is 538069. Do not share it.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/8850,spam
Get a loan of up to INR 1553 instantly. No documents needed!,spam
Free recharge worth INR 7030. Click to get it: http://bit.ly/9364,spam
Your OTP for Amazon is 657105. Do not share it.,ham
Electricity bill of INR 2067 is due on 7 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7410,spam
Your Jio plan has been activated. Valid till 6 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account has been credited with INR 7036. A/c no: XXXX9094.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 8576 is due on 21 May 2025.,ham
Meeting rescheduled to 5:00 AM tomorrow.,ham
Your Zomato order #344793 is out for delivery.,ham
Limited time deal on electronics. Shop now: http://bit.ly/9161,spam
Your Zomato order #347572 is out for delivery.,ham
Meeting rescheduled to 2:02 AM tomorrow.,ham
Meeting rescheduled to 3:09 PM tomorrow.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 3810 is due on 22 May 2025.,ham
Thanks for your payment of INR 3345.,ham
Your Flipkart return request has been approved.,ham
Work from home and earn INR 467/week. Join today!,spam
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Electricity bill of INR 1633 is due on 12 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1380,spam
Thanks for your payment of INR 4645.,ham
Limited time deal on electronics. Shop now: http://bit.ly/2848,spam
Thanks for your payment of INR 2548.,ham
Meeting rescheduled to 4:54 PM tomorrow.,ham
Exclusive offer! Get 18% off on all items. Hurry!,spam
Meeting rescheduled to 1:09 PM tomorrow.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account is suspended. Verify at http://bit.ly/1798 immediately.,spam
Claim your reward now! Visit http://bit.ly/9229,spam
Get a loan of up to INR 2704 instantly. No documents needed!,spam
Meeting rescheduled to 8:31 PM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5162,spam
Your ATM card will be blocked. Update details now: http://bit.ly/3535,spam
"Hey, are we still on for dinner at 7?",ham
Meeting rescheduled to 8:49 PM tomorrow.,ham
Your OTP for Amazon is 698749. Do not share it.,ham
Electricity bill of INR 4464 is due on 26 May 2025.,ham
Your OTP for Amazon is 441893. Do not share it.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7830,spam
Get a loan of up to INR 2257 instantly. No documents needed!,spam
Your ATM card will be blocked. Update details now: http://bit.ly/5727,spam
Meeting rescheduled to 6:20 PM tomorrow.,ham
Meeting rescheduled to 5:54 PM tomorrow.,ham
Meeting rescheduled to 11:18 AM tomorrow.,ham
Meeting rescheduled to 7:04 AM tomorrow.,ham
Meeting rescheduled to 1:39 AM tomorrow.,ham
You’ve been selected for a special gift. Click: http://bit.ly/4028,spam
Your account is suspended. Verify at http://bit.ly/2552 immediately.,spam
Your Jio plan has been activated. Valid till 19 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/2529 immediately.,spam
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 579407. Do not share it.,ham
Your Jio plan has been activated. Valid till 18 May 2025.,ham
Electricity bill of INR 9996 is due on 19 May 2025.,ham
Your account has been credited with INR 2578. A/c no: XXXX1219.,ham
"Hey, are we still on for dinner at 7?",ham
Exclusive offer! Get 68% off on all items. Hurry!,spam
Meeting rescheduled to 7:55 PM tomorrow.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3886,spam
Your Flipkart return request has been approved.,ham
You’ve been selected for a special gift. Click: http://bit.ly/3492,spam
Exclusive offer! Get 82% off on all items. Hurry!,spam
Thanks for your payment of INR 8104.,ham
Get a loan of up to INR 3504 instantly. No documents needed!,spam
Work from home and earn INR 4648/week. Join today!,spam
Claim your reward now! Visit http://bit.ly/6348,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1447,spam
Electricity bill of INR 3261 is due on 1 May 2025.,ham
Thanks for your payment of INR 6685.,ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 122. A/c no: XXXX3968.,ham
Your account has been credited with INR 8416. A/c no: XXXX7952.,ham
Work from home and earn INR 3426/week. Join today!,spam
Your Zomato order #728544 is out for delivery.,ham
Your account is suspended. Verify at http://bit.ly/6411 immediately.,spam
Work from home and earn INR 6059/week. Join today!,spam
Your account has been credited with INR 1740. A/c no: XXXX6693.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Jio plan has been activated. Valid till 7 May 2025.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5880,spam
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 8694. Click to get it: http://bit.ly/6109,spam
Your Jio plan has been activated. Valid till 16 May 2025.,ham
Electricity bill of INR 5566 is due on 23 May 2025.,ham
Thanks for your payment of INR 5843.,ham
Your account is suspended. Verify at http://bit.ly/6314 immediately.,spam
Your Flipkart return request has been approved.,ham
Claim your reward now! Visit http://bit.ly/3944,spam
Your account has been credited with INR 1197. A/c no: XXXX9728.,ham
Electricity bill of INR 4123 is due on 21 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/4124,spam
Work from home and earn INR 4443/week. Join today!,spam
Exclusive offer! Get 79% off on all items. Hurry!,spam
You’ve been selected for a special gift. Click: http://bit.ly/5132,spam
Work from home and earn INR 7540/week. Join today!,spam
Your Jio plan has been activated. Valid till 28 May 2025.,ham
Meeting rescheduled to 7:54 PM tomorrow.,ham
Your account is suspended. Verify at http://bit.ly/3610 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 7329 instantly. No documents needed!,spam
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 2:56 AM tomorrow.,ham
Your OTP for Amazon is 418695. Do not share it.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 5:52 PM tomorrow.,ham
Get a loan of up to INR 1257 instantly. No documents needed!,spam
Your Flipkart return request has been approved.,ham
Electricity bill of INR 8801 is due on 6 May 2025.,ham
Your Jio plan has been activated. Valid till 13 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 8543. Click to get it: http://bit.ly/9594,spam
Claim your reward now! Visit http://bit.ly/1890,spam
Electricity bill of INR 3450 is due on 3 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/3400 immediately.,spam
Claim your reward now! Visit http://bit.ly/9323,spam
Thanks for your payment of INR 3042.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7836,spam
Free recharge worth INR 965. Click to get it: http://bit.ly/4622,spam
Your Flipkart return request has been approved.,ham
Your Zomato order #531799 is out for delivery.,ham
Your Zomato order #385484 is out for delivery.,ham
Your account is suspended. Verify at http://bit.ly/6281 immediately.,spam
Meeting rescheduled to 11:42 PM tomorrow.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/1795,spam
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 1125. Click to get it: http://bit.ly/6748,spam
Limited time deal on electronics. Shop now: http://bit.ly/6635,spam
Meeting rescheduled to 12:40 AM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/4178,spam
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 817156. Do not share it.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/9330,spam
Your account is suspended. Verify at http://bit.ly/6597 immediately.,spam
Meeting rescheduled to 8:11 PM tomorrow.,ham
Your account has been credited with INR 6456. A/c no: XXXX9071.,ham
Exclusive offer! Get 65% off on all items. Hurry!,spam
Your account is suspended. Verify at http://bit.ly/2728 immediately.,spam
Your Zomato order #831441 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 2601.,ham
Your OTP for Amazon is 808494. Do not share it.,ham
Meeting rescheduled to 6:04 AM tomorrow.,ham
Electricity bill of INR 4521 is due on 10 May 2025.,ham
Work from home and earn INR 8537/week. Join today!,spam
Your Flipkart return request has been approved.,ham
Thanks for your payment of INR 4512.,ham
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/3889,spam
Thanks for your payment of INR 1825.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5796,spam
Your account has been credited with INR 1709. A/c no: XXXX1146.,ham
Free recharge worth INR 5864. Click to get it: http://bit.ly/1955,spam
Your Jio plan has been activated. Valid till 22 May 2025.,ham
Exclusive offer! Get 44% off on all items. Hurry!,spam
Your Flipkart return request has been approved.,ham
Your account is suspended. Verify at http://bit.ly/3718 immediately.,spam
Your ATM card will be blocked. Update details now: http://bit.ly/3477,spam
Thanks for your payment of INR 8723.,ham
Your Zomato order #963970 is out for delivery.,ham
Your Jio plan has been activated. Valid till 16 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account is suspended. Verify at http://bit.ly/3050 immediately.,spam
Your account has been credited with INR 9189. A/c no: XXXX6262.,ham
Your account has been credited with INR 7674. A/c no: XXXX2512.,ham
Claim your reward now! Visit http://bit.ly/9359,spam
Happy birthday! Wishing you a great year ahead.,ham
Electricity bill of INR 2106 is due on 25 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your account is suspended. Verify at http://bit.ly/8004 immediately.,spam
You’ve been selected for a special gift. Click: http://bit.ly/5822,spam
Thanks for your payment of INR 9507.,ham
Claim your reward now! Visit http://bit.ly/6158,spam
Your account is suspended. Verify at http://bit.ly/9476 immediately.,spam
Work from home and earn INR 7219/week. Join today!,spam
Limited time deal on electronics. Shop now: http://bit.ly/3944,spam
Your account has been credited with INR 9827. A/c no: XXXX4778.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/7982,spam
You’ve been selected for a special gift. Click: http://bit.ly/2286,spam
Your account is suspended. Verify at http://bit.ly/5701 immediately.,spam
Limited time deal on electronics. Shop now: http://bit.ly/3219,spam
Your ATM card will be blocked. Update details now: http://bit.ly/3841,spam
Your OTP for Amazon is 357962. Do not share it.,ham
Your Zomato order #953309 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 22 May 2025.,ham
Your Zomato order #258308 is out for delivery.,ham
"Hey, are we still on for dinner at 7?",ham
Meeting rescheduled to 7:18 AM tomorrow.,ham
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 723174. Do not share it.,ham
Your Jio plan has been activated. Valid till 24 May 2025.,ham
Free recharge worth INR 9882. Click to get it: http://bit.ly/4434,spam
Electricity bill of INR 756 is due on 1 May 2025.,ham
Your account has been credited with INR 8292. A/c no: XXXX1112.,ham
Work from home and earn INR 8192/week. Join today!,spam
"Hey, are we still on for dinner at 7?",ham
Thanks for your payment of INR 7233.,ham
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 22 May 2025.,ham
Claim your reward now! Visit http://bit.ly/3787,spam
Your Flipkart return request has been approved.,ham
Your Zomato order #566659 is out for delivery.,ham
Work from home and earn INR 2383/week. Join today!,spam
Your account is suspended. Verify at http://bit.ly/9290 immediately.,spam
You’ve been selected for a special gift. Click: http://bit.ly/9515,spam
Limited time deal on electronics. Shop now: http://bit.ly/2963,spam
Limited time deal on electronics. Shop now: http://bit.ly/9353,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9469,spam
Your account is suspended. Verify at http://bit.ly/8184 immediately.,spam
Thanks for your payment of INR 1197.,ham
Your OTP for Amazon is 233095. Do not share it.,ham
Your account has been credited with INR 7842. A/c no: XXXX6462.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3226,spam
Happy birthday! Wishing you a great year ahead.,ham
Thanks for your payment of INR 7302.,ham
Thanks for your payment of INR 5690.,ham
Electricity bill of INR 4335 is due on 8 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7335,spam
Electricity bill of INR 6648 is due on 17 May 2025.,ham
Electricity bill of INR 5646 is due on 18 May 2025.,ham
Your Zomato order #370301 is out for delivery.,ham
Free recharge worth INR 6400. Click to get it: http://bit.ly/9410,spam
Your Jio plan has been activated. Valid till 18 May 2025.,ham
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/6333 immediately.,spam
Your Flipkart return request has been approved.,ham
You’ve been selected for a special gift. Click: http://bit.ly/1667,spam
Your ATM card will be blocked. Update details now: http://bit.ly/3249,spam
Thanks for your payment of INR 168.,ham
Happy birthday! Wishing you a great year ahead.,ham
Free recharge worth INR 6288. Click to get it: http://bit.ly/1569,spam
Your account has been credited with INR 7892. A/c no: XXXX4734.,ham
Your account is suspended. Verify at http://bit.ly/7946 immediately.,spam
Work from home and earn INR 4308/week. Join today!,spam
Thanks for your payment of INR 5426.,ham
Your account is suspended. Verify at http://bit.ly/5610 immediately.,spam
Your Jio plan has been activated. Valid till 7 May 2025.,ham
Your Jio plan has been activated. Valid till 10 May 2025.,ham
Electricity bill of INR 6309 is due on 9 May 2025.,ham
Work from home and earn INR 1027/week. Join today!,spam
Get a loan of up to INR 930 instantly. No documents needed!,spam
Get a loan of up to INR 9757 instantly. No documents needed!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7654,spam
Happy birthday! Wishing you a great year ahead.,ham
Claim your reward now! Visit http://bit.ly/4891,spam
Your OTP for Amazon is 974042. Do not share it.,ham
Your Zomato order #766121 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/3303,spam
Your Flipkart return request has been approved.,ham
Get a loan of up to INR 8067 instantly. No documents needed!,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9423,spam
Meeting rescheduled to 6:26 PM tomorrow.,ham
Your account has been credited with INR 2542. A/c no: XXXX1075.,ham
Exclusive offer! Get 72% off on all items. Hurry!,spam
Thanks for your payment of INR 9120.,ham
Your Zomato order #951727 is out for delivery.,ham
Your account has been credited with INR 9232. A/c no: XXXX6739.,ham
Free recharge worth INR 9222. Click to get it: http://bit.ly/8984,spam
Exclusive offer! Get 72% off on all items. Hurry!,spam
Meeting rescheduled to 11:25 AM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/3719,spam
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 551593. Do not share it.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
Your Zomato order #554338 is out for delivery.,ham
Your account has been credited with INR 3677. A/c no: XXXX9121.,ham
Free recharge worth INR 144. Click to get it: http://bit.ly/3707,spam
Your account has been credited with INR 1586. A/c no: XXXX5142.,ham
Electricity bill of INR 4391 is due on 28 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Limited time deal on electronics. Shop now: http://bit.ly/5569,spam
Thanks for your payment of INR 765.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5587,spam
Your account has been credited with INR 6121. A/c no: XXXX6492.,ham
Meeting rescheduled to 3:07 PM tomorrow.,ham
Meeting rescheduled to 5:36 PM tomorrow.,ham
Limited time deal on electronics. Shop now: http://bit.ly/7275,spam
Limited time deal on electronics. Shop now: http://bit.ly/1664,spam
Your Flipkart return request has been approved.,ham
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/2075,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 711817. Do not share it.,ham
Limited time deal on electronics. Shop now: http://bit.ly/9394,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/3824,spam
Your account has been credited with INR 2381. A/c no: XXXX1716.,ham
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 6601. Click to get it: http://bit.ly/8754,spam
Meeting rescheduled to 4:51 AM tomorrow.,ham
Free recharge worth INR 1362. Click to get it: http://bit.ly/1416,spam
Your account is suspended. Verify at http://bit.ly/4339 immediately.,spam
Your Jio plan has been activated. Valid till 14 May 2025.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/2796,spam
Free recharge worth INR 2115. Click to get it: http://bit.ly/4767,spam
Meeting rescheduled to 1:41 PM tomorrow.,ham
Electricity bill of INR 5345 is due on 6 May 2025.,ham
Your Flipkart return request has been approved.,ham
Your account has been credited with INR 4666. A/c no: XXXX6483.,ham
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/3273,spam
Your Jio plan has been activated. Valid till 12 May 2025.,ham
Electricity bill of INR 4573 is due on 1 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1246,spam
Thanks for your payment of INR 6065.,ham
Claim your reward now! Visit http://bit.ly/8513,spam
You’ve been selected for a special gift. Click: http://bit.ly/4319,spam
Electricity bill of INR 1243 is due on 22 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
You’ve been selected for a special gift. Click: http://bit.ly/8927,spam
Your Flipkart return request has been approved.,ham
Meeting rescheduled to 2:51 AM tomorrow.,ham
Electricity bill of INR 4472 is due on 25 May 2025.,ham
Your account has been credited with INR 6546. A/c no: XXXX2353.,ham
"Hey, are we still on for dinner at 7?",ham
Limited time deal on electronics. Shop now: http://bit.ly/8776,spam
Exclusive offer! Get 23% off on all items. Hurry!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your OTP for Amazon is 490504. Do not share it.,ham
Happy birthday! Wishing you a great year ahead.,ham
Your account has been credited with INR 6361. A/c no: XXXX6442.,ham
Get a loan of up to INR 6181 instantly. No documents needed!,spam
"Hey, are we still on for dinner at 7?",ham
Your OTP for Amazon is 316446. Do not share it.,ham
Happy birthday! Wishing you a great year ahead.,ham
"Hey, are we still on for dinner at 7?",ham
Your Jio plan has been activated. Valid till 23 May 2025.,ham
Happy birthday! Wishing you a great year ahead.,ham
Exclusive offer! Get 59% off on all items. Hurry!,spam
Electricity bill of INR 4856 is due on 21 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/5885 immediately.,spam
Your account is suspended. Verify at http://bit.ly/2305 immediately.,spam
Work from home and earn INR 7650/week. Join today!,spam
Your account is suspended. Verify at http://bit.ly/2143 immediately.,spam
Thanks for your payment of INR 4685.,ham
"Hey, are we still on for dinner at 7?",ham
Your account has been credited with INR 5490. A/c no: XXXX8841.,ham
Free recharge worth INR 4500. Click to get it: http://bit.ly/6359,spam
Your ATM card will be blocked. Update details now: http://bit.ly/7729,spam
Your Zomato order #610606 is out for delivery.,ham
Your account is suspended. Verify at http://bit.ly/2897 immediately.,spam
"Hey, are we still on for dinner at 7?",ham
Meeting rescheduled to 10:04 AM tomorrow.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/1369,spam
Meeting rescheduled to 11:53 PM tomorrow.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 162052. Do not share it.,ham
Exclusive offer! Get 55% off on all items. Hurry!,spam
You’ve been selected for a special gift. Click: http://bit.ly/8176,spam
Get a loan of up to INR 9435 instantly. No documents needed!,spam
Your Zomato order #288984 is out for delivery.,ham
Free recharge worth INR 7894. Click to get it: http://bit.ly/8967,spam
Work from home and earn INR 6675/week. Join today!,spam
You’ve been selected for a special gift. Click: http://bit.ly/5102,spam
Meeting rescheduled to 9:59 PM tomorrow.,ham
Happy birthday! Wishing you a great year ahead.,ham
Claim your reward now! Visit http://bit.ly/9907,spam
Happy birthday! Wishing you a great year ahead.,ham
Your account has been credited with INR 3078. A/c no: XXXX4558.,ham
Free recharge worth INR 4589. Click to get it: http://bit.ly/2039,spam
"Hey, are we still on for dinner at 7?",ham
Get a loan of up to INR 1334 instantly. No documents needed!,spam
Free recharge worth INR 7639. Click to get it: http://bit.ly/3591,spam
Meeting rescheduled to 5:18 AM tomorrow.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6299,spam
Work from home and earn INR 1900/week. Join today!,spam
Electricity bill of INR 9832 is due on 1 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5872,spam
Meeting rescheduled to 10:34 AM tomorrow.,ham
Your account has been credited with INR 9562. A/c no: XXXX5049.,ham
Get a loan of up to INR 1561 instantly. No documents needed!,spam
Free recharge worth INR 5634. Click to get it: http://bit.ly/7775,spam
Your ATM card will be blocked. Update details now: http://bit.ly/5742,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6886,spam
Free recharge worth INR 4673. Click to get it: http://bit.ly/2443,spam
Your OTP for Amazon is 280771. Do not share it.,ham
Thanks for your payment of INR 2326.,ham
Claim your reward now! Visit http://bit.ly/9462,spam
Thanks for your payment of INR 6660.,ham
Thanks for your payment of INR 1405.,ham
Your OTP for Amazon is 836898. Do not share it.,ham
Your Jio plan has been activated. Valid till 3 May 2025.,ham
Exclusive offer! Get 55% off on all items. Hurry!,spam
Happy birthday! Wishing you a great year ahead.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 467326. Do not share it.,ham
Electricity bill of INR 1182 is due on 21 May 2025.,ham
Claim your reward now! Visit http://bit.ly/9128,spam
Exclusive offer! Get 12% off on all items. Hurry!,spam
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/9844 immediately.,spam
Meeting rescheduled to 4:01 AM tomorrow.,ham
Meeting rescheduled to 11:28 AM tomorrow.,ham
Your Zomato order #264006 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
Exclusive offer! Get 80% off on all items. Hurry!,spam
Your Jio plan has been activated. Valid till 4 May 2025.,ham
Your Zomato order #941286 is out for delivery.,ham
Meeting rescheduled to 9:08 PM tomorrow.,ham
"Hey, are we still on for dinner at 7?",ham
Your account is suspended. Verify at http://bit.ly/2848 immediately.,spam
Free recharge worth INR 2636. Click to get it: http://bit.ly/8262,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/7657,spam
Your account has been credited with INR 4048. A/c no: XXXX3418.,ham
Electricity bill of INR 5048 is due on 17 May 2025.,ham
Your account is suspended. Verify at http://bit.ly/7229 immediately.,spam
Your account has been credited with INR 5469. A/c no: XXXX2940.,ham
Happy birthday! Wishing you a great year ahead.,ham
Meeting rescheduled to 2:14 AM tomorrow.,ham
Claim your reward now! Visit http://bit.ly/6833,spam
Claim your reward now! Visit http://bit.ly/2178,spam
Free recharge worth INR 1977. Click to get it: http://bit.ly/4485,spam
Your Zomato order #912110 is out for delivery.,ham
Your Flipkart return request has been approved.,ham
Exclusive offer! Get 10% off on all items. Hurry!,spam
Exclusive offer! Get 78% off on all items. Hurry!,spam
Your Zomato order #611078 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
Get a loan of up to INR 622 instantly. No documents needed!,spam
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Limited time deal on electronics. Shop now: http://bit.ly/4897,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9797,spam
Limited time deal on electronics. Shop now: http://bit.ly/9162,spam
Work from home and earn INR 3259/week. Join today!,spam
Free recharge worth INR 7396. Click to get it: http://bit.ly/5215,spam
Your OTP for Amazon is 392182. Do not share it.,ham
You’ve been selected for a special gift. Click: http://bit.ly/2474,spam
Exclusive offer! Get 14% off on all items. Hurry!,spam
Your Jio plan has been activated. Valid till 1 May 2025.,ham
Meeting rescheduled to 11:17 PM tomorrow.,ham
Your OTP for Amazon is 980718. Do not share it.,ham
Your Flipkart return request has been approved.,ham
Your Flipkart return request has been approved.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5242,spam
Your Zomato order #476639 is out for delivery.,ham
Your Jio plan has been activated. Valid till 20 May 2025.,ham
Thanks for your payment of INR 5880.,ham
Your Flipkart return request has been approved.,ham
Your OTP for Amazon is 575122. Do not share it.,ham
Electricity bill of INR 8923 is due on 16 May 2025.,ham
Thanks for your payment of INR 9432.,ham
Congratulations! You've won a free iPhone. Click here: http://bit.ly/6995,spam
Thanks for your payment of INR 6151.,ham
"Hey, are we still on for dinner at 7?",ham
Free recharge worth INR 4787. Click to get it: http://bit.ly/5523,spam
Congratulations! You've won a free iPhone. Click here: http://bit.ly/9629,spam
Your ATM card will be blocked. Update details now: http://bit.ly/9646,spam
Your OTP for Amazon is 930491. Do not share it.,ham
Your Zomato order #481449 is out for delivery.,ham
Happy birthday! Wishing you a great year ahead.,ham
"Hey, are we still on for dinner at 7?",ham
Electricity bill of INR 7906 is due on 16 May 2025.,ham
Your ATM card will be blocked. Update details now: http://bit.ly/5225,spam
Exclusive offer! Get 73% off on all items. Hurry!,spam
Meeting rescheduled to 5:10 PM tomorrow.,ham
Electricity bill of INR 2686 is due on 12 May 2025.,ham
Claim your reward now! Visit http://bit.ly/2910,spam
Your Jio plan has been activated. Valid till 22 May 2025.,ham
Your Jio plan has been activated. Valid till 14 May 2025.,ham
